Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Finbert Compound,Date
2015-10-29,536.4998608450488,538.6748602809072,531.6665287653638,533.3823852539062,3351184,0.0,0.0,-0.41685846814477445,2015-10-29
2015-10-30,532.6333394501706,537.4666728390107,527.0508157857997,531.4733276367188,4048730,0.0,0.0,-0.4663561030982495,2015-10-30
2015-11-02,529.274159412642,529.6849809218961,520.308303001717,523.498291015625,1578276,0.0,0.0,-0.48615515707963947,2015-11-02
2015-11-03,527.292539821108,527.8000634824119,521.6133724713659,524.368408203125,1274296,0.0,0.0,-0.49407477867219546,2015-11-03
2015-11-04,526.8574743952105,530.7482719647782,521.1541179942731,522.8215942382812,1348222,0.0,0.0,-0.49724262730921787,2015-11-04
2015-11-05,521.2749410731087,523.4499408272385,516.9249415648491,521.9274291992188,1798476,0.0,0.0,0.32257659747542744,2015-11-05
2015-11-06,522.3382954941726,526.3499856517413,519.7041524995728,522.4349975585938,2940502,0.0,0.0,0.6505042873892856,2015-11-06
2015-11-09,511.36663027944337,516.9974750122338,507.98329718685727,514.6533203125,5714716,0.0,0.0,0.7816753633548288,2015-11-09
2015-11-10,512.3574070341581,514.749882889587,508.6840273360321,509.72320556640625,2201290,0.0,0.0,0.8341437937410461,2015-11-10
2015-11-13,507.20990830172656,509.91656261595836,503.1498973300594,508.4907531738281,1970014,0.0,0.0,-0.24551964120202108,2015-11-13
2015-11-16,506.89583735555385,514.7500040845433,505.2041706754638,512.79248046875,2367366,0.0,0.0,-0.5032381010696603,2015-11-16
2015-11-17,513.928303911795,514.169970553529,508.0799239813161,512.719970703125,1283702,0.0,0.0,-0.606325485016716,2015-11-17
2015-11-18,513.1549269616133,515.1607719018308,505.7116415458983,506.8232727050781,1223360,0.0,0.0,-0.6475604385955382,2015-11-18
2015-11-19,509.9166044171659,517.625746542457,507.3065929356602,516.6349487304688,1638840,0.0,0.0,-0.6640544200270673,2015-11-19
2015-11-20,514.7017047684087,522.1208600140691,512.3333595139211,517.5775146484375,2324080,0.0,0.0,-0.6706520125996789,2015-11-20
2015-11-23,519.0999221122623,519.8249220034805,511.8741134633774,515.2574462890625,1704140,0.0,0.0,-0.6732910496287234,2015-11-23
2015-11-24,514.8708027899492,518.858302553401,513.3482910801381,514.435791015625,2001126,0.0,0.0,-0.6743466644403413,2015-11-24
2015-11-26,511.8498946979294,515.7165605691131,508.0315503500079,514.2423706054688,4395742,0.0,0.0,-0.6747689103649884,2015-11-26
2015-11-27,514.6774380228554,523.0632587385068,512.7924264064991,521.7099609375,3462536,0.0,0.0,-0.6749378087348472,2015-11-27
2015-11-30,521.6133464034349,522.4833700648595,517.0216794139658,520.9125366210938,2623888,0.0,0.0,-0.6750053680827908,2015-11-30
2015-12-01,520.5742024068935,524.368357361911,518.8583454332854,523.4500122070312,947666,0.0,0.0,-0.8484195185396847,2015-12-01
2015-12-02,526.8332880675765,528.138264355192,518.0607770211844,520.9366455078125,1281142,0.0,0.0,-0.8850097191907477,2015-12-02
2015-12-03,518.3750324235982,522.4833660139018,515.8617225333214,520.42919921875,1903856,0.0,0.0,-0.8996457994511728,2015-12-03
2015-12-04,518.9066424900437,518.9066424900437,510.39998782640026,511.8016662597656,2929914,0.0,0.0,-0.9055002315553429,2015-12-04
2015-12-07,516.2965284635775,517.6982066192426,512.8648743587686,513.2756958007812,2907404,0.0,0.0,-0.9078420043970109,2015-12-07
2015-12-08,512.816679010398,513.2516908209992,506.0500121808546,507.13751220703125,2451330,0.0,0.0,-0.9087787135336781,2015-12-08
2015-12-09,506.09830119494876,510.8833128027867,505.0108012386514,506.2674560546875,1945308,0.0,0.0,-0.909153397188345,2015-12-09
2015-12-10,505.0833634020396,513.8800069921291,503.77838692461194,512.6233520507812,3257170,0.0,0.0,-0.9093032706502118,2015-12-10
2015-12-11,512.3333518827482,512.6233400931171,503.63335156775804,505.73583984375,1516960,0.0,0.0,-0.9394128737587945,2015-12-11
2015-12-14,503.14996988882297,512.260790876786,502.7149581147262,509.9408264160156,2939008,0.0,0.0,-0.9514567150022275,2015-12-14
2015-12-15,508.9500889732405,513.5175661714537,505.22844525622685,512.0675659179688,2278708,0.0,0.0,-0.9562742514996008,2015-12-15
2015-12-16,513.7833373859501,518.7858256252784,512.0191589052378,515.8616943359375,3421384,0.0,0.0,-0.95820126609855,2015-12-16
2015-12-17,519.0516339707873,523.933288418841,514.7499558727544,522.1207885742188,2439006,0.0,0.0,-0.9589720719381297,2015-12-17
2015-12-18,524.4166995827994,524.4166995827994,516.4416990822315,518.61669921875,1586064,0.0,0.0,-0.9592803942739616,2015-12-18
2015-12-21,518.0124939172003,521.9516723377411,516.7075175327845,519.7766723632812,1548750,0.0,0.0,-0.9594037232082944,2015-12-21
2015-12-22,519.3416010710642,520.3082676156357,514.2666017120636,515.4507446289062,1214768,0.0,0.0,-0.9594530547820275,2015-12-22
2015-12-23,518.4233154382111,521.0091369410134,516.7558390580757,519.1483154296875,1506984,0.0,0.0,-0.9594727874115208,2015-12-23
2015-12-24,520.1632241088224,520.2599261599615,516.3449386045393,519.0999145507812,1073176,0.0,0.0,-0.959480680463318,2015-12-24
2015-12-28,519.1000040567344,521.951682545817,516.0791706997935,520.6708374023438,3877714,0.0,0.0,-0.9594838376840369,2015-12-28
2015-12-29,521.4924275263173,521.9274392856789,517.7949750733574,521.0090942382812,2115806,0.0,0.0,-0.9594851005723245,2015-12-29
2015-12-30,521.9999713658035,522.9424477138438,518.3991618302522,519.2449951171875,1056280,0.0,0.0,-0.9594856057276395,2015-12-30
2015-12-31,519.5833393965215,524.3683512524897,519.5833393965215,523.0391845703125,4645004,0.0,0.0,-0.7910919067992794,2015-12-31
2016-01-01,523.1599713473452,526.9541259205026,520.1391382475945,526.2291259765625,1597538,0.0,0.0,-0.8955125428580851,2016-01-01
2016-01-04,523.9333250926845,523.9333250926845,516.2483134134275,517.4083251953125,2593768,0.0,0.0,-0.9372807972816074,2016-01-04
2016-01-05,517.263250299251,519.4866305776376,512.9857625908668,513.4932861328125,1580436,0.0,0.0,-0.9539880990510163,2016-01-05
2016-01-06,510.7142046563577,520.4291933544147,510.7142046563577,515.7650146484375,2082768,0.0,0.0,-0.9606710197587799,2016-01-06
2016-01-07,512.3816242362719,514.7016476978409,507.35494606997077,510.4966125488281,3027714,0.0,0.0,-0.9618828333987788,2016-01-07
2016-01-08,513.2757710920296,514.5082945995017,511.00412819663984,513.4691162109375,1744178,0.0,0.0,-0.9623675588547784,2016-01-08
2016-01-11,508.49087917468086,512.8166890969621,505.2283790319811,511.65667724609375,1644456,0.0,0.0,-0.9625614490371783,2016-01-11
2016-01-12,514.2183223915823,514.2183223915823,504.3583110275221,506.0257873535156,2129368,0.0,0.0,-0.9512756472458179,2016-01-12
2016-01-13,508.46658389321334,513.6624163807153,501.2165850734432,512.40576171875,2257574,0.0,0.0,-0.6318137707563136,2016-01-13
2016-01-14,507.57243445947154,511.0766005921957,502.42492344368634,507.37908935546875,3139592,0.0,0.0,-0.5040290201605119,2016-01-14
2016-01-15,506.5332985525974,510.1341080384234,501.7482870810265,503.705810546875,2708630,0.0,0.0,-0.4529151199221912,2016-01-15
2016-01-18,500.5641435497991,503.367441287197,493.48329891026196,495.82745361328125,3247694,0.0,0.0,-0.4324695598268629,2016-01-18
2016-01-19,496.47988358954126,501.4824298549037,496.0449308713706,500.6365966796875,3202606,0.0,0.0,-0.4242913357887316,2016-01-19
2016-01-20,495.4166533553722,535.5333189441487,487.15166537757347,492.1783142089844,4781794,0.0,0.0,-0.4210200461734791,2016-01-20
2016-01-21,493.4832846006689,499.40411734930575,489.80996343021513,494.449951171875,3150402,0.0,0.0,-0.41971153032737807,2016-01-21
2016-01-22,495.7549520946813,504.7208085887118,493.9908032146997,497.97833251953125,2118142,0.0,0.0,-0.4191881239889377,2016-01-22
2016-01-25,502.6424987535013,505.9049988985928,499.3075458057085,503.2225341796875,5071942,0.0,0.0,0.3520128254402354,2016-01-25
2016-01-27,506.7507788383183,506.8716121642849,499.28330289384365,500.56414794921875,2019734,0.0,0.0,0.6604932052119047,2016-01-27
2016-01-28,502.1833251377299,506.0016702088783,497.8333252087217,498.65496826171875,4975986,0.0,0.0,0.7838853571205724,2016-01-28
2016-01-29,500.3466149807975,509.89244777830123,500.3466149807975,507.4274597167969,2680092,0.0,0.0,0.8332422178840395,2016-01-29
2016-02-01,511.3666301060465,515.7166297950394,509.28827332104674,512.2124633789062,2304742,0.0,0.0,0.8529849621894263,2016-02-01
2016-02-02,514.7500102806413,514.8708436163879,507.5966532041799,509.3367004394531,3264314,0.0,0.0,0.8608820599115811,2016-02-02
2016-02-03,504.8416442731732,508.17665592537077,503.63331099343844,504.5274658203125,2425122,0.0,0.0,0.8640408990004429,2016-02-03
2016-02-04,506.533304882836,509.8683164956483,505.34916188293954,507.11328125,2837996,0.0,0.0,0.8653044346359877,2016-02-04
2016-02-05,508.8533021294867,514.1699682235421,505.3732671039,510.0374450683594,3761952,0.0,0.0,0.8658098488902056,2016-02-05
2016-02-08,509.9166418012551,511.36664173054777,497.9783326503381,500.6607971191406,1740962,0.0,0.0,-0.22593793333152906,2016-02-08
2016-02-09,496.23828326775265,498.5824970099188,493.314152157426,495.9241638183594,2767730,0.0,0.0,-0.546339136602799,2016-02-09
2016-02-10,494.88500460238635,497.90583789178385,488.2149810991366,489.5924987792969,3841140,0.0,0.0,-0.37301114837023414,2016-02-10
2016-02-11,488.16666139944044,489.6166613837952,467.9633341841623,471.3949890136719,4401800,0.0,0.0,-0.7213158589129857,2016-02-11
2016-02-12,473.18330052657114,476.7841395103161,466.8999676288741,469.5099792480469,6271072,0.0,0.0,-0.8443389974643871,2016-02-12
2016-02-15,473.6666482357542,477.65414808059603,469.3649699363406,470.57330322265625,5456480,0.0,0.0,-0.8935482528849477,2016-02-15
2016-02-16,474.39165128169435,474.63331794052357,464.96665158735607,470.5008239746094,3568048,0.0,0.0,-0.9132319550531718,2016-02-16
2016-02-17,472.1682962051681,473.61829605491226,463.51661863489863,471.2016296386719,3751962,0.0,0.0,-0.9211054359204616,2016-02-17
2016-02-18,476.56665551590453,479.1041554565318,472.21665561768634,478.2341613769531,3399928,0.0,0.0,-0.9242548282673775,2016-02-18
2016-02-19,477.89582418314967,479.756645680724,470.52499099094433,478.1616516113281,1664330,0.0,0.0,-0.9255145852061437,2016-02-19
2016-02-22,475.11664643992964,481.399979505768,475.11664643992964,477.89581298828125,2001198,0.0,0.0,-0.9260184879816502,2016-02-22
2016-02-23,476.0350004390525,476.3249886320014,466.899988856939,468.85748291015625,3039160,0.0,0.0,-0.7395926610913646,2016-02-23
2016-02-24,463.9999753185545,465.40165371079223,457.4266541350046,458.9732971191406,3231734,0.0,0.0,-0.8684264059876112,2016-02-24
2016-02-25,461.100018531015,462.6708519274781,453.4633574575059,455.61419677734375,4231598,0.0,0.0,-0.9263268557097398,2016-02-25
2016-02-26,459.1666706891016,469.31667077801853,456.7500040012642,464.48333740234375,3104694,0.0,0.0,-0.9494870355985913,2016-02-26
2016-02-29,464.5316448065326,474.9233112481549,448.5333236197928,469.72747802734375,4406376,0.0,0.0,-0.9584897181831241,2016-02-29
2016-03-01,471.2258130320767,476.9291401482258,469.72746208186004,475.6724853515625,2161280,0.0,0.0,0.07496978331834303,2016-03-01
2016-03-02,482.36662130843206,488.6016325222673,480.9166214447794,486.81329345703125,3179488,0.0,0.0,0.4883535839189299,2016-03-02
2016-03-03,488.5291524966284,492.99998570028293,488.1666525071429,490.994140625,2305200,0.0,0.0,0.6537071041591647,2016-03-03
2016-03-04,490.8007896371122,495.3682950756228,479.99827302853026,493.2657775878906,2852312,0.0,0.0,0.7198485122552586,2016-03-04
2016-03-08,494.9333066278828,494.9333066278828,487.92497367270283,490.1724853515625,956844,0.0,0.0,0.7463050754936962,2016-03-08
2016-03-09,489.61662041185144,497.7849647736393,486.59578736390074,495.3199768066406,3264086,0.0,0.0,0.7568877007890712,2016-03-09
2016-03-10,495.3200133923728,495.7791564493167,488.2149781384075,493.6041564941406,1335696,0.0,0.0,0.7611207509072212,2016-03-10
2016-03-11,492.95159778274865,498.2199420539138,489.61658652847774,497.20489501953125,2365428,0.0,0.0,0.7628139709544812,2016-03-11
2016-03-14,496.8666768436471,501.6758200085557,495.537510149756,496.6492004394531,1504328,0.0,0.0,0.7634912589733852,2016-03-14
2016-03-15,496.81834717034684,499.47668051457896,493.79751382462854,496.2383117675781,3845018,0.0,0.0,0.7637621741809468,2016-03-15
2016-03-16,496.3833049456219,499.88747141188844,492.49247773486655,498.05078125,2401774,0.0,0.0,0.7638705402639715,2016-03-16
2016-03-17,500.2258159357762,502.18333956030955,488.72251786019484,492.2266845703125,2556742,0.0,0.0,0.35406180888522504,2016-03-17
2016-03-18,494.4258250673351,498.79998570861017,490.7524741390536,497.05999755859375,2067534,0.0,0.0,0.1901383163337264,2016-03-18
2016-03-21,499.2833031835065,506.21912429788165,498.9208032053965,505.373291015625,2659398,0.0,0.0,0.6096793527128042,2016-03-21
2016-03-22,505.80829090670267,510.68994536377147,503.00493420825137,509.36077880859375,2060132,0.0,0.0,0.7774957672644353,2016-03-22
2016-03-23,508.97415964174206,508.97415964174206,502.9324933386049,507.185791015625,4232150,0.0,0.0,0.8446223330850877,2016-03-23
2016-03-28,505.0832927403416,508.94995909624856,503.46413800393486,506.2916259765625,5635434,0.0,0.0,0.8714729594133487,2016-03-28
2016-03-29,506.2916767783772,512.0916768942154,504.72084341367105,509.3367004394531,3366976,0.0,0.0,0.8822132099446531,2016-03-29
2016-03-30,511.3666262421094,517.1183042542247,509.38497153222676,514.7257690429688,3907190,0.0,0.0,0.899046306015129,2016-03-30
2016-03-31,515.6441163661174,521.468306198183,514.7741518314637,517.7224731445312,10040196,0.0,0.0,0.9057795444433193,2016-03-31
2016-04-01,516.5866780100092,520.2599994560564,510.78667814762434,514.484130859375,2579324,0.0,0.0,-0.20844465021324948,2016-04-01
2016-04-04,514.8465781967069,518.5199582677221,514.2666018700432,516.7074584960938,3089980,0.0,0.0,-0.654134328075877,2016-04-04
2016-04-05,516.6833539006052,520.5016991860631,510.23086544388553,511.100830078125,3331514,0.0,0.0,-0.8324101992209281,2016-04-05
2016-04-06,512.8166219286351,515.6924314108229,510.76245544117353,513.0582885742188,2147688,0.0,0.0,-0.9037205476789485,2016-04-06
2016-04-07,514.2666892264477,514.6291892423499,506.07421246732173,510.1583557128906,1955846,0.0,0.0,-0.9322446870621566,2016-04-07
2016-04-08,509.91661601289206,513.9524371451873,509.5541160489019,512.0191040039062,1481398,0.0,0.0,-0.9436543428154398,2016-04-08
2016-04-11,512.4783408194068,519.1483052092881,504.04413901755146,517.6257934570312,2024810,0.0,0.0,-0.9482182051167531,2016-04-11
2016-04-12,516.9732519305422,517.6499303062345,511.970764404182,513.7832641601562,2470740,0.0,0.0,-0.9500437500372785,2016-04-12
2016-04-13,518.1333252686619,524.3924682376455,516.9249919541361,522.8458251953125,2487302,0.0,0.0,0.17742366435198953,2016-04-13
2016-04-18,523.6916018198552,527.7999346444689,517.9399240652676,525.7699584960938,2058534,0.0,0.0,0.10962558276283332,2016-04-18
2016-04-20,527.7516319267817,531.6666197814066,523.7158107494793,530.62744140625,1910676,0.0,0.0,0.08250635012717084,2016-04-20
2016-04-21,529.2500428753574,534.155888406251,526.350042640424,527.3892211914062,4095864,0.0,0.0,0.07165865707290583,2016-04-21
2016-04-22,526.5916524596863,532.0774738448868,524.5132955821648,527.8724975585938,3904660,0.0,0.0,0.06731957985119985,2016-04-22
2016-04-25,531.666613442931,531.666613442931,524.1749475262352,528.4041137695312,2780980,0.0,0.0,0.06558394896251746,2016-04-25
2016-04-26,529.2499579984304,538.9166238979451,528.0416247609911,538.3607788085938,3526898,0.0,0.0,0.584786179283312,2016-04-26
2016-04-27,536.4274600803723,543.7499714966568,536.0166385687044,543.36328125,2881818,0.0,0.0,0.7924670714116299,2016-04-27
2016-04-28,543.3632850943646,549.404951487073,536.6691305313734,538.4091186523438,4044792,0.0,0.0,0.8778419772973142,2016-04-28
2016-04-29,538.3366922681034,549.0666687077298,534.663311720594,547.302490234375,2805970,0.0,0.0,0.9119919396515879,2016-04-29
2016-05-02,545.0792262004946,546.1667263192719,539.4000589135464,540.1975708007812,1931358,0.0,0.0,0.9256519245932974,2016-05-02
2016-05-03,542.2516498843638,548.5833044171546,538.0224834406192,540.3666381835938,2347648,0.0,0.0,0.9311159185699811,2016-05-03
2016-05-04,540.1249818494375,548.3416482399882,538.554148568891,544.8858032226562,2646164,0.0,0.0,0.9333015161606546,2016-05-04
2016-05-05,545.1999635179794,548.4624632996695,542.6382734224676,547.2783203125,2607124,0.0,0.0,0.9341757551969241,2016-05-05
2016-05-06,547.1332777957851,547.2541111168531,540.0041118527747,541.1641235351562,1366576,0.0,0.0,0.9345254508114318,2016-05-06
2016-05-09,541.3332914097646,553.3924335422503,540.849958113863,551.6766357421875,3476590,0.0,0.0,0.9346653290572349,2016-05-09
2016-05-10,552.6917296592043,554.6250632128875,549.1150507847586,553.368408203125,2726500,0.0,0.0,0.9347212803555561,2016-05-10
2016-05-11,548.4382083740607,553.416564387585,546.0215421540275,550.419921875,3073686,0.0,0.0,0.9347436608748847,2016-05-11
2016-05-12,552.9332664926386,556.7999326918879,547.3749338312178,555.3982543945312,2110844,0.0,0.0,0.6373858002574131,2016-05-12
2016-05-13,554.8665295065306,554.8665295065306,546.1665316571251,551.4348754882812,2522658,0.0,0.0,0.5184426560104245,2016-05-13
2016-05-16,553.4166626599442,563.5183410536052,547.3991863037711,562.02001953125,2259384,0.0,0.0,0.47086539831162905,2016-05-16
2016-05-17,563.1074455115538,565.1374216297872,556.4616130998287,557.500732421875,2147712,0.0,0.0,0.45183449523211083,2016-05-17
2016-05-18,556.3166974611537,556.3166974611537,546.89169693944,551.314208984375,2081322,0.0,0.0,0.4442221340003036,2016-05-18
2016-05-19,551.0482523114581,552.3049070201357,547.1332646033824,550.66162109375,1927898,0.0,0.0,0.44117718950758067,2016-05-19
2016-05-20,550.9756735347363,555.1081961134586,547.9065194268788,551.4348754882812,1008316,0.0,0.0,0.4399592117104915,2016-05-20
2016-05-23,551.9424477863736,555.8091142525876,547.713281338952,549.4291381835938,1731766,0.0,0.0,0.43947202059165585,2016-05-23
2016-05-24,550.2265768798467,552.7640764113545,548.8490889342991,550.9757080078125,1629734,0.0,0.0,0.43927714414412156,2016-05-24
2016-05-25,554.045031551009,568.3758178894735,554.045031551009,567.0950317382812,2883674,0.0,0.0,0.43919919356510784,2016-05-25
2016-05-26,568.4483296220483,574.6350199770101,563.6875080211001,571.9041748046875,6852780,0.0,0.0,0.4391680133335024,2016-05-26
2016-05-27,571.9041382687946,575.1666381067953,568.7382814924013,573.6199951171875,2887592,0.0,0.0,0.7336190986183179,2016-05-27
2016-05-30,573.7166298205227,577.5832962388581,569.414951629995,570.2124633789062,1907266,0.0,0.0,0.8513995327322441,2016-05-30
2016-05-31,573.1849199375465,573.1849199375465,569.076587262643,571.2515869140625,2757820,0.0,0.0,0.8985117063778145,2016-05-31
2016-06-01,571.7591000582171,571.7591000582171,565.9832907596053,567.9891357421875,2837816,0.0,0.0,0.9173565758360427,2016-06-01
2016-06-02,567.7716227256831,570.623301090317,565.9833130566773,567.8924560546875,3955308,0.0,0.0,0.924894523619334,2016-06-02
2016-06-03,570.3815852004263,572.7499300446215,565.0407879198058,566.3457641601562,2262210,0.0,0.0,0.9279097027326505,2016-06-03
2016-06-06,568.3999611826613,571.4933061048732,565.524151645984,566.0316162109375,2773654,0.0,0.0,0.9291157743779771,2016-06-06
2016-06-07,568.8591022636303,570.3332924248176,564.364137986433,567.2882690429688,2814252,0.0,0.0,0.9295982030361077,2016-06-07
2016-06-08,568.3033137238923,569.3666233761188,561.1499573341883,561.9232788085938,2371406,0.0,0.0,0.92979117449936,2016-06-08
2016-06-09,561.8750305991753,562.6966737103274,557.0416970026232,560.376708984375,2324092,0.0,0.0,0.9298683630846609,2016-06-09
2016-06-10,559.8932822240057,566.8049127136927,558.8299136097615,561.319091796875,3161156,0.0,0.0,0.9298992385187813,2016-06-10
2016-06-13,558.1291401756589,563.0591163414024,556.3408305274662,557.2349853515625,1661618,0.0,0.0,0.9299115886924294,2016-06-13
2016-06-14,558.2499285975823,559.2165951406084,553.054095928817,556.7274169921875,1914384,0.0,0.0,0.9299165287618887,2016-06-14
2016-06-15,558.2499477609433,565.9349588419373,557.3799242420965,565.282470703125,1522912,0.0,0.0,0.9299185047896724,2016-06-15
2016-06-16,563.8324888827233,564.9441200805516,558.4191204823233,561.705810546875,2363884,0.0,0.0,0.9299192952007859,2016-06-16
2016-06-17,564.0499391213441,569.366605214176,563.3491294639106,565.4999389648438,1880826,0.0,0.0,0.9299196113652313,2016-06-17
2016-06-20,560.1833212622198,569.9708210513138,560.086678197896,566.4908447265625,1371382,0.0,0.0,0.9299197378310095,2016-06-20
2016-06-21,567.9166195381345,568.1340959198267,561.2465964913855,563.8807983398438,1335484,0.0,0.0,0.9299197884173207,2016-06-21
2016-06-22,563.5666423672243,567.9166421796642,563.5666423672243,566.2249755859375,1901920,0.0,0.0,0.9299198086518452,2016-06-22
2016-06-23,565.4033949298314,576.0608602456438,564.2917045881966,575.2150268554688,1963366,0.0,0.0,0.92171565686001,2016-06-23
2016-06-24,560.594104093648,566.4182938330795,554.3832831229576,561.5849609375,5586982,0.0,0.0,0.9184339961432759,2016-06-24
2016-06-27,561.6333740953515,565.0167076742392,557.3075640483216,560.6425170898438,2081894,0.0,0.0,0.9171213318565823,2016-06-27
2016-06-28,561.2708414316041,566.9983297141127,555.8333413531494,564.0258178710938,2017490,0.0,0.0,0.9165962661419049,2016-06-28
2016-06-29,567.7049342922587,569.8977859697825,565.122218522545,569.3130493164062,2710334,4.75,0.0,0.916386239856034,2016-06-29
2016-06-30,570.6287216946176,575.0144249356523,566.3161254045817,573.2844848632812,8139446,0.0,0.0,0.9163022293416856,2016-06-30
2016-07-01,575.014441609129,577.4509434803541,571.0186023342833,572.3342895507812,2152438,0.0,0.0,0.9162686251359462,2016-07-01
2016-07-04,574.1372336084761,574.770747840923,570.8236270058043,571.505859375,3624926,0.0,0.0,0.9162551834536505,2016-07-04
2016-07-05,571.5059129012096,572.2368634756135,566.2430449715378,567.997314453125,1068164,0.0,0.0,0.9162498067807322,2016-07-05
2016-07-07,569.11811855883,579.2783194573783,565.7070159416257,577.7677001953125,2416308,0.0,0.0,0.9162476561115649,2016-07-07
2016-07-08,577.4995889496621,577.7432391061242,570.7504915126401,572.5047607421875,1559434,0.0,0.0,0.916246795843898,2016-07-08
